record_id,institution_id,year,rating,overall_score,student_satisfaction_pct,graduate_outcome_pct,attendance_rate_pct
1321,441,2022,Good,78,,,86.3
1322,441,2023,Good,84,,,89.8
1323,441,2024,Outstanding,87,,,85.5
1324,442,2022,Requires Improvement,58,,,97.9
1325,442,2023,Good,69,,,97.7
1326,442,2024,Good,82,,,92.7
1327,443,2022,Good,75,,,94.3
1328,443,2023,Good,77,,,88.1
1329,443,2024,Requires Improvement,60,,,91.0
1330,444,2022,Good,84,,,97.5
1331,444,2023,Good,66,,,87.4
1332,444,2024,Good,74,,,97.9
1333,445,2022,Good,72,,,97.5
1334,445,2023,Good,78,,,87.5
1335,445,2024,Good,73,,,92.1
1336,446,2022,Good,68,,,92.4
1337,446,2023,Good,74,,,90.4
1338,446,2024,Outstanding,92,,,90.7
1339,447,2022,Good,82,,,98.2
1340,447,2023,Good,71,,,87.8
1341,447,2024,Good,67,,,93.8
1342,448,2022,Outstanding,91,,,89.8
1343,448,2023,Outstanding,88,,,98.2
1344,448,2024,Requires Improvement,50,,,91.8
1345,449,2022,Good,71,,,89.2
1346,449,2023,Good,83,,,96.0
1347,449,2024,Good,70,,,88.2
1348,450,2022,Good,68,,,91.8
1349,450,2023,Good,84,,,94.8
1350,450,2024,Requires Improvement,62,,,87.2
1351,451,2022,Outstanding,95,,,94.3
1352,451,2023,Good,73,,,94.3
1353,451,2024,Outstanding,95,,,94.7
1354,452,2022,Good,74,,,85.2
1355,452,2023,Good,79,,,88.8
1356,452,2024,Requires Improvement,51,,,93.5
1357,453,2022,Outstanding,98,,,86.5
1358,453,2023,Good,78,,,89.8
1359,453,2024,Good,83,,,96.3
1360,454,2022,Outstanding,88,,,92.1
1361,454,2023,Good,74,,,88.7
1362,454,2024,Good,67,,,92.1
1363,455,2022,Good,73,,,89.7
1364,455,2023,Outstanding,89,,,89.1
1365,455,2024,Good,69,,,92.2
1366,456,2022,Good,74,,,92.7
1367,456,2023,Outstanding,98,,,96.8
1368,456,2024,Outstanding,99,,,85.7
1369,457,2022,Good,77,,,88.5
1370,457,2023,Requires Improvement,54,,,89.3
1371,457,2024,Good,72,,,91.9
1372,458,2022,Requires Improvement,50,,,85.3
1373,458,2023,Good,77,,,93.6
1374,458,2024,Good,68,,,90.3
1375,459,2022,Requires Improvement,47,,,89.9
1376,459,2023,Good,71,,,91.7
1377,459,2024,Requires Improvement,61,,,88.8
1378,460,2022,Good,67,,,87.8
1379,460,2023,Outstanding,100,,,92.1
1380,460,2024,Outstanding,85,,,91.8
1381,461,2022,Good,80,,,94.0
1382,461,2023,Good,74,,,97.7
1383,461,2024,Outstanding,96,,,86.4
1384,462,2022,Good,76,,,89.6
1385,462,2023,Good,82,,,91.8
1386,462,2024,Good,82,,,85.5
1387,463,2022,Requires Improvement,50,,,93.3
1388,463,2023,Good,67,,,96.8
1389,463,2024,Good,82,,,88.6
1390,464,2022,Requires Improvement,61,,,97.4
1391,464,2023,Good,82,,,89.4
1392,464,2024,Outstanding,99,,,95.0
1393,465,2022,Inadequate,40,,,97.4
1394,465,2023,Good,84,,,85.4
1395,465,2024,Requires Improvement,54,,,95.1
1396,466,2022,Good,73,,,89.8
1397,466,2023,Good,65,,,90.3
1398,466,2024,Outstanding,96,,,95.0
1399,467,2022,Outstanding,86,,,92.2
1400,467,2023,Good,80,,,88.2
1401,467,2024,Outstanding,90,,,91.9
1402,468,2022,Good,72,,,95.0
1403,468,2023,Outstanding,99,,,87.6
1404,468,2024,Good,80,,,88.1
1405,469,2022,Good,75,,,85.8
1406,469,2023,Good,69,,,97.8
1407,469,2024,Good,66,,,89.6
1408,470,2022,Outstanding,99,,,88.3
1409,470,2023,Good,69,,,87.3
1410,470,2024,Good,76,,,88.6
1411,471,2022,Good,76,,,97.1
1412,471,2023,Requires Improvement,63,,,91.6
1413,471,2024,Outstanding,94,,,96.8
1414,472,2022,Outstanding,96,,,96.3
1415,472,2023,Good,74,,,87.0
1416,472,2024,Outstanding,97,,,96.5
1417,473,2022,Good,84,,,92.9
1418,473,2023,Good,70,,,91.5
1419,473,2024,Requires Improvement,55,,,86.3
1420,474,2022,Good,72,,,86.6
1421,474,2023,Requires Improvement,54,,,86.3
1422,474,2024,Outstanding,87,,,94.8
1423,475,2022,Good,78,,,89.3
1424,475,2023,Outstanding,90,,,94.8
1425,475,2024,Requires Improvement,50,,,91.0
1426,476,2022,Outstanding,89,,,92.6
1427,476,2023,Good,70,,,87.3
1428,476,2024,Good,71,,,90.0
1429,477,2022,Good,84,,,87.6
1430,477,2023,Good,75,,,97.9
1431,477,2024,Good,82,,,92.9
1432,478,2022,Outstanding,87,,,94.0
1433,478,2023,Good,80,,,89.5
1434,478,2024,Good,84,,,91.2
1435,479,2022,Good,76,,,89.4
1436,479,2023,Outstanding,95,,,98.9
1437,479,2024,Good,71,,,91.0
1438,480,2022,Good,76,,,95.8
1439,480,2023,Outstanding,87,,,95.3
1440,480,2024,Outstanding,89,,,93.8
1441,481,2022,Good,81,,,91.9
1442,481,2023,Good,73,,,87.5
1443,481,2024,Good,81,,,88.0
1444,482,2022,Good,74,,,94.5
1445,482,2023,Good,79,,,89.0
1446,482,2024,Good,72,,,93.7
1447,483,2022,Requires Improvement,51,,,92.9
1448,483,2023,Outstanding,89,,,90.2
1449,483,2024,Good,66,,,93.7
1450,484,2022,Outstanding,95,,,94.6
1451,484,2023,Requires Improvement,55,,,87.4
1452,484,2024,Outstanding,87,,,91.9
1453,485,2022,Good,74,,,96.1
1454,485,2023,Good,65,,,98.2
1455,485,2024,Good,82,,,95.1
1456,486,2022,Good,69,,,98.6
1457,486,2023,Good,68,,,98.5
1458,486,2024,Good,75,,,90.8
1459,487,2022,Outstanding,86,,,94.3
1460,487,2023,Outstanding,91,,,96.5
1461,487,2024,Outstanding,88,,,95.0
1462,488,2022,Good,75,,,98.5
1463,488,2023,Outstanding,88,,,97.0
1464,488,2024,Good,81,,,88.1
1465,489,2022,Outstanding,96,,,97.8
1466,489,2023,Outstanding,89,,,98.1
1467,489,2024,Good,72,,,93.8
1468,490,2022,Good,69,,,86.6
1469,490,2023,Good,71,,,97.7
1470,490,2024,Outstanding,86,,,88.7
1471,491,2022,Outstanding,97,,,91.8
1472,491,2023,Requires Improvement,60,,,92.7
1473,491,2024,Good,67,,,94.5
1474,492,2022,Good,84,,,86.4
1475,492,2023,Outstanding,94,,,87.6
1476,492,2024,Requires Improvement,57,,,87.7
1477,493,2022,Good,73,,,90.8
1478,493,2023,Good,71,,,87.7
1479,493,2024,Good,83,,,94.9
1480,494,2022,Outstanding,95,,,91.2
1481,494,2023,Good,72,,,87.5
1482,494,2024,Good,68,,,90.0
1483,495,2022,Good,69,,,91.4
1484,495,2023,Inadequate,37,,,95.2
1485,495,2024,Good,70,,,93.8
1486,496,2022,Outstanding,90,,,97.3
1487,496,2023,Good,74,,,85.3
1488,496,2024,Good,72,,,85.2
1489,497,2022,Good,84,,,92.5
1490,497,2023,Good,67,,,93.4
1491,497,2024,Good,80,,,94.7
1492,498,2022,Good,83,,,98.9
1493,498,2023,Good,84,,,92.9
1494,498,2024,Good,68,,,99.0
1495,499,2022,Inadequate,23,,,97.4
1496,499,2023,Good,74,,,92.9
1497,499,2024,Good,79,,,88.8
1498,500,2022,Outstanding,92,,,98.5
1499,500,2023,Outstanding,85,,,85.5
1500,500,2024,Good,76,,,89.7
1501,501,2022,Good,75,,,92.3
1502,501,2023,Good,71,,,97.6
1503,501,2024,Requires Improvement,51,,,89.7
1504,502,2022,Good,80,,,85.5
1505,502,2023,Good,83,,,93.5
1506,502,2024,Good,78,,,92.0
1507,503,2022,Good,82,,,90.2
1508,503,2023,Good,73,,,88.0
1509,503,2024,Outstanding,90,,,97.8
1510,504,2022,Outstanding,97,,,90.0
1511,504,2023,Good,67,,,89.3
1512,504,2024,Good,79,,,87.9
1513,505,2022,Good,77,,,95.3
1514,505,2023,Good,74,,,95.5
1515,505,2024,Outstanding,95,,,90.0
1516,506,2022,Good,66,,,98.1
1517,506,2023,Good,69,,,91.5
1518,506,2024,Good,66,,,92.8
1519,507,2022,Good,83,,,95.7
1520,507,2023,Good,84,,,91.3
1521,507,2024,Outstanding,95,,,97.1
1522,508,2022,Good,73,,,97.6
1523,508,2023,Outstanding,93,,,92.9
1524,508,2024,Good,70,,,95.4
1525,509,2022,Outstanding,98,,,85.6
1526,509,2023,Outstanding,85,,,95.6
1527,509,2024,Requires Improvement,48,,,92.7
1528,510,2022,Good,66,,,94.1
1529,510,2023,Requires Improvement,64,,,93.2
1530,510,2024,Good,74,,,95.4
1531,511,2022,Good,76,,,96.0
1532,511,2023,Good,65,,,94.3
1533,511,2024,Good,73,,,91.7
1534,512,2022,Good,70,,,98.6
1535,512,2023,Good,72,,,96.0
1536,512,2024,Good,70,,,87.4
1537,513,2022,Good,79,,,86.9
1538,513,2023,Good,72,,,94.8
1539,513,2024,Good,70,,,89.0
1540,514,2022,Good,77,,,85.2
1541,514,2023,Good,73,,,85.4
1542,514,2024,Requires Improvement,59,,,89.0
1543,515,2022,Good,69,,,90.1
1544,515,2023,Good,83,,,94.8
1545,515,2024,Good,77,,,92.4
1546,516,2022,Good,70,,,91.3
1547,516,2023,Good,78,,,92.0
1548,516,2024,Outstanding,88,,,92.7
1549,517,2022,Good,70,,,87.1
1550,517,2023,Good,77,,,90.5
1551,517,2024,Requires Improvement,50,,,95.9
1552,518,2022,Good,84,,,96.3
1553,518,2023,Outstanding,85,,,93.5
1554,518,2024,Good,83,,,94.9
1555,519,2022,Good,72,,,90.0
1556,519,2023,Requires Improvement,55,,,93.7
1557,519,2024,Outstanding,95,,,94.1
1558,520,2022,Good,79,,,85.8
1559,520,2023,Good,76,,,97.5
1560,520,2024,Good,84,,,91.6
1561,521,2022,Good,66,,,89.3
1562,521,2023,Good,79,,,95.7
1563,521,2024,Requires Improvement,62,,,91.5
1564,522,2022,Good,71,,,91.5
1565,522,2023,Good,66,,,94.6
1566,522,2024,Good,72,,,88.2
1567,523,2022,Outstanding,90,,,89.7
1568,523,2023,Good,78,,,88.8
1569,523,2024,Good,67,,,87.7
1570,524,2022,Requires Improvement,47,,,97.9
1571,524,2023,Good,84,,,90.8
1572,524,2024,Good,74,,,98.8
1573,525,2022,Good,74,,,87.2
1574,525,2023,Good,78,,,87.8
1575,525,2024,Good,71,,,85.2
1576,526,2022,Requires Improvement,64,,,85.4
1577,526,2023,Good,74,,,94.7
1578,526,2024,Outstanding,87,,,90.0
1579,527,2022,Good,75,,,87.7
1580,527,2023,Good,77,,,91.0
1581,527,2024,Outstanding,97,,,89.3
1582,528,2022,Requires Improvement,51,,,89.6
1583,528,2023,Good,74,,,89.5
1584,528,2024,Outstanding,89,,,88.0
1585,529,2022,Requires Improvement,51,,,96.6
1586,529,2023,Good,75,,,95.2
1587,529,2024,Good,84,,,91.3
1588,530,2022,Good,71,,,95.0
1589,530,2023,Good,78,,,90.0
1590,530,2024,Good,75,,,92.7
1591,531,2022,Inadequate,27,,,89.9
1592,531,2023,Outstanding,100,,,85.0
1593,531,2024,Good,74,,,85.1
1594,532,2022,Good,67,,,87.0
1595,532,2023,Requires Improvement,47,,,89.5
1596,532,2024,Outstanding,94,,,88.7
1597,533,2022,Good,71,,,85.1
1598,533,2023,Requires Improvement,55,,,85.2
1599,533,2024,Good,69,,,92.0
1600,534,2022,Outstanding,91,,,94.1
1601,534,2023,Good,73,,,86.4
1602,534,2024,Outstanding,96,,,86.8
1603,535,2022,Requires Improvement,57,,,87.8
1604,535,2023,Requires Improvement,54,,,87.3
1605,535,2024,Requires Improvement,47,,,87.6
1606,536,2022,Requires Improvement,53,,,94.6
1607,536,2023,Requires Improvement,51,,,90.4
1608,536,2024,Good,80,,,93.6
1609,537,2022,Good,74,,,90.5
1610,537,2023,Good,70,,,90.4
1611,537,2024,Good,71,,,85.1
1612,538,2022,Good,72,,,87.9
1613,538,2023,Outstanding,89,,,96.4
1614,538,2024,Good,65,,,87.4
1615,539,2022,Requires Improvement,60,,,86.7
1616,539,2023,Good,67,,,89.2
1617,539,2024,Good,84,,,86.3
1618,540,2022,Good,68,,,89.3
1619,540,2023,Good,78,,,98.3
1620,540,2024,Inadequate,43,,,85.6
1621,541,2022,Good,74,,,93.2
1622,541,2023,Good,69,,,90.6
1623,541,2024,Good,81,,,97.3
1624,542,2022,Good,81,,,91.4
1625,542,2023,Good,77,,,86.0
1626,542,2024,Good,65,,,92.9
1627,543,2022,Good,67,,,94.4
1628,543,2023,Good,70,,,93.7
1629,543,2024,Outstanding,95,,,98.3
1630,544,2022,Good,84,,,85.6
1631,544,2023,Good,75,,,96.2
1632,544,2024,Outstanding,85,,,87.7
1633,545,2022,Good,72,,,89.0
1634,545,2023,Good,80,,,95.3
1635,545,2024,Good,67,,,86.1
1636,546,2022,Outstanding,100,,,88.0
1637,546,2023,Good,69,,,97.7
1638,546,2024,Requires Improvement,56,,,93.9
1639,547,2022,Good,68,,,94.7
1640,547,2023,Outstanding,89,,,98.7
1641,547,2024,Outstanding,89,,,87.1
1642,548,2022,Outstanding,91,,,88.4
1643,548,2023,Good,69,,,88.1
1644,548,2024,Good,84,,,94.5
1645,549,2022,Outstanding,88,,,98.4
1646,549,2023,Good,84,,,93.2
1647,549,2024,Good,80,,,97.9
1648,550,2022,Good,79,,,93.4
1649,550,2023,Good,79,,,90.5
1650,550,2024,Good,82,,,96.5
1651,551,2022,Good,65,,,93.9
1652,551,2023,Good,70,,,86.8
1653,551,2024,Good,78,,,89.6
1654,552,2022,Good,73,,,96.1
1655,552,2023,Good,79,,,88.8
1656,552,2024,Outstanding,97,,,87.2
1657,553,2022,Outstanding,87,,,89.3
1658,553,2023,Good,82,,,93.9
1659,553,2024,Good,84,,,93.8
1660,554,2022,Good,79,,,87.0
1661,554,2023,Outstanding,87,,,85.9
1662,554,2024,Outstanding,85,,,92.2
1663,555,2022,Good,71,,,93.2
1664,555,2023,Inadequate,22,,,93.1
1665,555,2024,Good,67,,,94.8
1666,556,2022,Good,83,,,90.7
1667,556,2023,Requires Improvement,45,,,93.8
1668,556,2024,Inadequate,34,,,95.5
1669,557,2022,Good,75,,,85.7
1670,557,2023,Good,72,,,96.9
1671,557,2024,Outstanding,88,,,96.6
1672,558,2022,Good,83,,,92.8
1673,558,2023,Good,65,,,87.0
1674,558,2024,Good,73,,,95.7
1675,559,2022,Outstanding,98,,,86.2
1676,559,2023,Good,71,,,98.7
1677,559,2024,Requires Improvement,50,,,88.8
1678,560,2022,Outstanding,95,,,98.7
1679,560,2023,Outstanding,98,,,88.3
1680,560,2024,Good,68,,,87.7
1681,561,2022,Outstanding,95,,,91.8
1682,561,2023,Good,67,,,85.5
1683,561,2024,Good,70,,,87.5
1684,562,2022,Requires Improvement,55,,,93.4
1685,562,2023,Outstanding,95,,,86.8
1686,562,2024,Requires Improvement,62,,,87.9
1687,563,2022,Good,78,,,88.3
1688,563,2023,Good,67,,,98.9
1689,563,2024,Outstanding,94,,,96.0
1690,564,2022,Good,78,,,90.7
1691,564,2023,Good,80,,,86.5
1692,564,2024,Outstanding,86,,,96.1
1693,565,2022,Outstanding,86,,,97.4
1694,565,2023,Good,68,,,98.2
1695,565,2024,Good,75,,,94.6
1696,566,2022,Good,82,,,90.1
1697,566,2023,Outstanding,88,,,96.6
1698,566,2024,Outstanding,94,,,90.4
1699,567,2022,Outstanding,96,,,88.5
1700,567,2023,Good,83,,,98.6
1701,567,2024,Good,81,,,93.3
1702,568,2022,Outstanding,93,,,98.5
1703,568,2023,Good,69,,,94.7
1704,568,2024,Good,72,,,96.4
1705,569,2022,Good,77,,,90.5
1706,569,2023,Outstanding,88,,,90.6
1707,569,2024,Good,79,,,92.4
1708,570,2022,Good,82,,,88.8
1709,570,2023,Good,79,,,98.4
1710,570,2024,Good,84,,,87.8
1711,571,2022,Requires Improvement,52,,,89.3
1712,571,2023,Good,79,,,95.5
1713,571,2024,Good,67,,,85.2
1714,572,2022,Good,73,,,91.6
1715,572,2023,Inadequate,40,,,92.8
1716,572,2024,Outstanding,90,,,98.2
1717,573,2022,Good,67,,,94.8
1718,573,2023,Good,70,,,89.4
1719,573,2024,Requires Improvement,47,,,96.6
1720,574,2022,Good,72,,,85.3
1721,574,2023,Good,74,,,90.3
1722,574,2024,Good,83,,,89.2
1723,575,2022,Good,83,,,90.8
1724,575,2023,Good,65,,,95.7
1725,575,2024,Requires Improvement,63,,,91.3
1726,576,2022,Good,84,,,88.2
1727,576,2023,Good,65,,,85.9
1728,576,2024,Outstanding,96,,,86.3
1729,577,2022,Outstanding,86,,,88.0
1730,577,2023,Good,77,,,97.0
1731,577,2024,Outstanding,85,,,90.4
1732,578,2022,Requires Improvement,57,,,94.6
1733,578,2023,Good,73,,,97.0
1734,578,2024,Good,82,,,94.4
1735,579,2022,Outstanding,85,,,98.0
1736,579,2023,Good,69,,,92.4
1737,579,2024,Good,67,,,92.2
1738,580,2022,Good,83,,,90.5
1739,580,2023,Outstanding,93,,,88.6
1740,580,2024,Good,75,,,90.2
1741,581,2022,Outstanding,94,,,92.0
1742,581,2023,Good,67,,,96.1
1743,581,2024,Good,78,,,96.9
1744,582,2022,Good,77,,,87.1
1745,582,2023,Good,83,,,86.0
1746,582,2024,Outstanding,93,,,93.2
1747,583,2022,Requires Improvement,48,,,91.7
1748,583,2023,Good,71,,,86.0
1749,583,2024,Good,67,,,91.1
1750,584,2022,Good,77,,,90.9
1751,584,2023,Good,77,,,88.4
1752,584,2024,Good,68,,,94.8
1753,585,2022,Good,82,,,93.1
1754,585,2023,Good,81,,,98.2
1755,585,2024,Good,66,,,96.3
1756,586,2022,Good,66,,,95.9
1757,586,2023,Requires Improvement,59,,,86.2
1758,586,2024,Requires Improvement,50,,,96.6
1759,587,2022,Good,76,,,90.4
1760,587,2023,Requires Improvement,53,,,86.4
1761,587,2024,Good,77,,,90.5
1762,588,2022,Good,75,,,91.4
1763,588,2023,Good,68,,,98.6
1764,588,2024,Good,69,,,85.5
1765,589,2022,Good,68,,,92.3
1766,589,2023,Good,75,,,93.8
1767,589,2024,Good,71,,,95.7
1768,590,2022,Good,80,,,93.8
1769,590,2023,Good,78,,,87.6
1770,590,2024,Good,75,,,86.9
1771,591,2022,Good,67,,,89.9
1772,591,2023,Good,72,,,87.6
1773,591,2024,Requires Improvement,64,,,96.2
1774,592,2022,Good,73,,,92.5
1775,592,2023,Good,78,,,85.9
1776,592,2024,Good,81,,,95.4
1777,593,2022,Outstanding,85,,,96.5
1778,593,2023,Good,69,,,87.3
1779,593,2024,Good,80,,,92.6
1780,594,2022,Good,68,,,94.7
1781,594,2023,Outstanding,92,,,88.1
1782,594,2024,Good,83,,,96.6
1783,595,2022,Outstanding,85,,,88.9
1784,595,2023,Outstanding,100,,,98.1
1785,595,2024,Requires Improvement,56,,,92.8
1786,596,2022,Good,83,,,94.3
1787,596,2023,Outstanding,94,,,85.6
1788,596,2024,Good,75,,,95.3
1789,597,2022,Outstanding,96,,,91.3
1790,597,2023,Good,84,,,85.7
1791,597,2024,Good,66,,,87.0
1792,598,2022,Requires Improvement,64,,,92.9
1793,598,2023,Good,71,,,90.5
1794,598,2024,Requires Improvement,64,,,95.7
1795,599,2022,Requires Improvement,61,,,95.7
1796,599,2023,Good,78,,,97.3
1797,599,2024,Good,82,,,87.6
1798,600,2022,Outstanding,98,,,86.1
1799,600,2023,Good,77,,,98.4
1800,600,2024,Good,80,,,97.4
1801,601,2022,Good,79,,,89.5
1802,601,2023,Good,83,,,94.9
1803,601,2024,Requires Improvement,50,,,94.6
1804,602,2022,Good,76,,,97.0
1805,602,2023,Good,84,,,91.5
1806,602,2024,Good,67,,,94.4
1807,603,2022,Good,69,,,88.6
1808,603,2023,Good,79,,,95.5
1809,603,2024,Good,76,,,85.5
1810,604,2022,Good,80,,,89.7
1811,604,2023,Good,75,,,91.0
1812,604,2024,Good,82,,,86.1
1813,605,2022,Good,82,,,92.5
1814,605,2023,Good,77,,,91.2
1815,605,2024,Requires Improvement,56,,,97.1
1816,606,2022,Outstanding,88,,,97.9
1817,606,2023,Good,79,,,85.9
1818,606,2024,Requires Improvement,47,,,89.2
1819,607,2022,Outstanding,88,,,88.4
1820,607,2023,Good,82,,,97.0
1821,607,2024,Good,70,,,92.6
1822,608,2022,Good,67,,,98.1
1823,608,2023,Good,74,,,90.5
1824,608,2024,Good,82,,,91.1
1825,609,2022,Good,76,,,96.8
1826,609,2023,Requires Improvement,50,,,88.0
1827,609,2024,Good,80,,,97.8
1828,610,2022,Good,81,,,94.3
1829,610,2023,Outstanding,94,,,89.5
1830,610,2024,Good,77,,,94.2
1831,611,2022,Good,72,,,98.5
1832,611,2023,Outstanding,87,,,98.7
1833,611,2024,Requires Improvement,46,,,97.1
1834,612,2022,Good,74,,,98.4
1835,612,2023,Good,78,,,86.4
1836,612,2024,Good,71,,,85.8
1837,613,2022,Requires Improvement,63,,,98.0
1838,613,2023,Good,67,,,94.7
1839,613,2024,Good,84,,,94.0
1840,614,2022,Inadequate,40,,,96.1
1841,614,2023,Good,73,,,90.6
1842,614,2024,Good,79,,,85.3
1843,615,2022,Good,68,,,86.3
1844,615,2023,Outstanding,96,,,90.7
1845,615,2024,Requires Improvement,55,,,91.8
1846,616,2022,Good,67,,,85.8
1847,616,2023,Inadequate,40,,,93.3
1848,616,2024,Outstanding,85,,,89.9
1849,617,2022,Good,83,,,98.6
1850,617,2023,Good,65,,,85.3
1851,617,2024,Outstanding,93,,,89.2
1852,618,2022,Outstanding,98,,,96.9
1853,618,2023,Good,77,,,94.5
1854,618,2024,Outstanding,96,,,95.2
1855,619,2022,Requires Improvement,60,,,90.2
1856,619,2023,Outstanding,90,,,85.3
1857,619,2024,Outstanding,95,,,92.6
1858,620,2022,Outstanding,91,,,92.9
1859,620,2023,Outstanding,91,,,91.4
1860,620,2024,Outstanding,92,,,94.0
1861,621,2022,Good,65,,,98.5
1862,621,2023,Good,70,,,85.1
1863,621,2024,Good,69,,,97.5
1864,622,2022,Good,84,,,87.7
1865,622,2023,Good,72,,,94.1
1866,622,2024,Requires Improvement,60,,,97.8
1867,623,2022,Good,80,,,93.6
1868,623,2023,Good,77,,,90.4
1869,623,2024,Good,71,,,96.6
1870,624,2022,Good,74,,,92.1
1871,624,2023,Outstanding,86,,,97.4
1872,624,2024,Good,80,,,97.2
1873,625,2022,Requires Improvement,58,,,96.1
1874,625,2023,Good,79,,,92.7
1875,625,2024,Good,74,,,90.1
1876,626,2022,Good,83,,,87.5
1877,626,2023,Outstanding,92,,,88.7
1878,626,2024,Good,69,,,96.9
1879,627,2022,Good,82,,,98.3
1880,627,2023,Outstanding,96,,,87.0
1881,627,2024,Good,80,,,98.7
1882,628,2022,Good,68,,,86.2
1883,628,2023,Good,81,,,90.5
1884,628,2024,Good,67,,,88.8
1885,629,2022,Good,80,,,94.3
1886,629,2023,Good,79,,,98.2
1887,629,2024,Good,83,,,91.2
1888,630,2022,Good,65,,,87.7
1889,630,2023,Good,79,,,96.9
1890,630,2024,Inadequate,25,,,92.0
1891,631,2022,Requires Improvement,58,,,98.6
1892,631,2023,Requires Improvement,62,,,92.1
1893,631,2024,Good,77,,,91.1
1894,632,2022,Good,74,,,95.2
1895,632,2023,Outstanding,85,,,89.6
1896,632,2024,Good,75,,,91.6
1897,633,2022,Requires Improvement,57,,,87.5
1898,633,2023,Good,77,,,87.9
1899,633,2024,Good,75,,,86.3
1900,634,2022,Good,75,,,95.8
1901,634,2023,Good,67,,,86.9
1902,634,2024,Good,67,,,94.5
1903,635,2022,Good,81,,,86.8
1904,635,2023,Good,80,,,93.7
1905,635,2024,Good,78,,,94.3
1906,636,2022,Good,68,,,97.9
1907,636,2023,Good,78,,,96.3
1908,636,2024,Good,68,,,91.9
1909,637,2022,Good,76,,,92.9
1910,637,2023,Good,79,,,85.5
1911,637,2024,Inadequate,42,,,89.7
1912,638,2022,Good,70,,,87.6
1913,638,2023,Good,69,,,88.7
1914,638,2024,Good,76,,,89.7
1915,639,2022,Good,84,,,90.1
1916,639,2023,Good,79,,,98.5
1917,639,2024,Requires Improvement,51,,,97.9
1918,640,2022,Outstanding,92,,,87.0
1919,640,2023,Requires Improvement,50,,,87.2
1920,640,2024,Requires Improvement,48,,,86.2
1921,641,2022,Good,81,,,85.7
1922,641,2023,Outstanding,93,,,93.4
1923,641,2024,Outstanding,93,,,91.2
1924,642,2022,Good,75,,,90.0
1925,642,2023,Good,72,,,89.1
1926,642,2024,Good,69,,,92.8
1927,643,2022,Good,84,,,86.0
1928,643,2023,Outstanding,87,,,92.7
1929,643,2024,Good,72,,,90.8
1930,644,2022,Good,73,,,93.7
1931,644,2023,Good,83,,,92.2
1932,644,2024,Outstanding,93,,,90.5
1933,645,2022,Good,80,,,87.9
1934,645,2023,Good,79,,,97.5
1935,645,2024,Good,75,,,91.0
1936,646,2022,Good,71,,,91.5
1937,646,2023,Good,73,,,97.8
1938,646,2024,Good,84,,,92.4
1939,647,2022,Good,82,,,98.7
1940,647,2023,Good,84,,,85.9
1941,647,2024,Good,65,,,93.0
1942,648,2022,Good,71,,,98.6
1943,648,2023,Good,69,,,97.9
1944,648,2024,Good,77,,,95.1
1945,649,2022,Good,82,,,97.9
1946,649,2023,Good,80,,,87.5
1947,649,2024,Good,74,,,90.4
1948,650,2022,Requires Improvement,52,,,86.1
1949,650,2023,Good,73,,,96.2
1950,650,2024,Good,66,,,93.1
1951,651,2022,Outstanding,94,,,93.2
1952,651,2023,Good,66,,,93.2
1953,651,2024,Outstanding,87,,,87.0
1954,652,2022,Outstanding,87,,,89.8
1955,652,2023,Outstanding,89,,,94.0
1956,652,2024,Good,67,,,87.9
1957,653,2022,Good,66,,,89.5
1958,653,2023,Good,77,,,94.4
1959,653,2024,Outstanding,92,,,91.8
1960,654,2022,Outstanding,99,,,92.0
1961,654,2023,Good,84,,,85.8
1962,654,2024,Outstanding,90,,,87.2
1963,655,2022,Good,65,,,91.7
1964,655,2023,Good,79,,,92.1
1965,655,2024,Good,70,,,91.0
1966,656,2022,Requires Improvement,62,,,89.3
1967,656,2023,Good,72,,,86.1
1968,656,2024,Outstanding,91,,,87.0
1969,657,2022,Inadequate,37,,,98.0
1970,657,2023,Good,73,,,88.4
1971,657,2024,Good,80,,,88.3
1972,658,2022,Good,82,,,89.8
1973,658,2023,Outstanding,98,,,97.4
1974,658,2024,Good,75,,,93.4
1975,659,2022,Good,82,,,87.1
1976,659,2023,Good,67,,,97.8
1977,659,2024,Good,67,,,87.1
1978,660,2022,Requires Improvement,56,,,98.2
1979,660,2023,Good,81,,,87.7
1980,660,2024,Good,71,,,85.3
1981,661,2022,Good,73,,,86.6
1982,661,2023,Requires Improvement,55,,,91.5
1983,661,2024,Good,79,,,97.6
1984,662,2022,Good,84,,,94.8
1985,662,2023,Good,70,,,96.8
1986,662,2024,Good,75,,,89.2
1987,663,2022,Good,80,,,89.6
1988,663,2023,Good,79,,,86.0
1989,663,2024,Good,68,,,90.2
1990,664,2022,Good,78,,,96.2
1991,664,2023,Good,71,,,86.6
1992,664,2024,Outstanding,94,,,87.2
1993,665,2022,Good,75,,,93.4
1994,665,2023,Good,72,,,93.0
1995,665,2024,Good,78,,,92.4
1996,666,2022,Good,71,,,94.9
1997,666,2023,Good,83,,,85.2
1998,666,2024,Requires Improvement,62,,,94.5
1999,667,2022,Good,80,,,86.9
2000,667,2023,Outstanding,90,,,94.7
2001,667,2024,Good,66,,,96.7
2002,668,2022,Good,67,,,93.5
2003,668,2023,Good,70,,,86.5
2004,668,2024,Outstanding,92,,,92.7
2005,669,2022,Good,70,,,98.0
2006,669,2023,Good,82,,,85.4
2007,669,2024,Good,78,,,98.1
2008,670,2022,Requires Improvement,54,,,93.0
2009,670,2023,Good,77,,,94.1
