institution_id,name,category,region_id,region_name,city,postcode,founded_year,website
608,Forestdale Primary School 1,Primary School,12,Northern Ireland,Londonderry,BT52 6JP,1948,
609,King Edward Junior School 1,Primary School,9,South West England,Bristol,BS89 3HH,1953,
610,Holy Trinity C of E Primary School 1,Primary School,8,South East England,Canterbury,CT45 3JX,1881,
611,St George's Community Primary School 1,Primary School,8,South East England,Southampton,SO48 4BF,2008,
612,Highfield Infant School 2,Primary School,7,Greater London,Bromley,BR35 3EW,2011,
613,Ashwood C of E Primary School 1,Primary School,3,Yorkshire and the Humber,Leeds,LS35 3RE,1953,
614,Queen Elizabeth Catholic Primary School 1,Primary School,7,Greater London,Westminster,SW5 4EH,1976,
615,Pinewood Infant School 1,Primary School,3,Yorkshire and the Humber,York,YO28 6BR,1942,
616,Greenfield Primary Academy 2,Primary School,10,Scotland,Inverness,IV63 8JD,1927,
617,St Mary's Catholic Primary School 1,Primary School,7,Greater London,Westminster,SW48 6EG,2015,
618,Highfield Primary Academy 2,Primary School,7,Greater London,Ealing,W46 9ZR,1928,
619,St Mary's Community Primary School 1,Primary School,2,North West England,Preston,PR3 4HL,1984,
620,King Edward Primary School 1,Primary School,5,West Midlands,Birmingham,B31 6XS,1892,
621,The Avenue Catholic Primary School 2,Primary School,3,Yorkshire and the Humber,Leeds,LS20 5ED,1962,
622,St Thomas' Primary School 1,Primary School,11,Wales,Bangor,LL37 3ZL,2016,
623,Victoria C of E Primary School 1,Primary School,8,South East England,Oxford,OX68 8PA,1983,
624,Ashwood Primary School 1,Primary School,1,North East England,Middlesbrough,TS34 5PA,1922,
625,Brookfield Primary School 2,Primary School,3,Yorkshire and the Humber,Hull,HU49 3FE,1962,
626,Eastfield Church School 1,Primary School,11,Wales,Wrexham,LL59 5LU,1938,
627,The Avenue Primary School 2,Primary School,4,East Midlands,Leicester,LE69 4PG,1904,
628,St John's C of E Primary School 2,Primary School,9,South West England,Bournemouth,BH16 4YD,1882,
629,Willow C of E Primary School 1,Primary School,8,South East England,Milton Keynes,MK5 2ZT,1962,
630,The Grove Catholic Primary School 2,Primary School,3,Yorkshire and the Humber,Sheffield,S51 3QL,1922,
631,St George's Church School 1,Primary School,1,North East England,Durham,DH32 3PY,1883,
632,Greenfield Primary Academy 1,Primary School,7,Greater London,Ealing,W70 7NZ,2017,
633,Queen Elizabeth Community Primary School 1,Primary School,10,Scotland,Aberdeen,AB59 9YT,1891,
634,The Manor Catholic Primary School 2,Primary School,2,North West England,Blackpool,FY71 6EX,1909,
635,Willow Church School 2,Primary School,9,South West England,Bristol,BS66 5ZN,2001,
636,Riverside Catholic Primary School 1,Primary School,5,West Midlands,Birmingham,B8 4EZ,1994,
637,Hillside Primary Academy 2,Primary School,6,East of England,Colchester,CO24 3ER,1889,
638,Maple Church School 1,Primary School,4,East Midlands,Lincoln,LN43 2FJ,1975,
639,Willow Primary School 1,Primary School,4,East Midlands,Lincoln,LN34 9WR,1939,
640,Victoria Primary School 1,Primary School,8,South East England,Canterbury,CT28 2RH,1994,
641,The Grove Primary School 1,Primary School,10,Scotland,Edinburgh,EH75 4GG,1969,
642,St George's Catholic Primary School 2,Primary School,1,North East England,Sunderland,SR90 1ZS,1910,
643,Ashwood Primary Academy 2,Primary School,5,West Midlands,Coventry,CV22 9GG,1926,
644,Meadow C of E Primary School 2,Primary School,10,Scotland,Edinburgh,EH27 4SE,1883,
645,Westfield Infant School 1,Primary School,3,Yorkshire and the Humber,Hull,HU76 1BY,1936,
646,Greenfield Church School 1,Primary School,5,West Midlands,Birmingham,B52 1PP,1885,
647,Eastfield Catholic Primary School 2,Primary School,10,Scotland,Inverness,IV84 9DP,1880,
648,Oakwood Junior School 1,Primary School,8,South East England,Southampton,SO73 8RB,1943,
649,Beechwood Community Primary School 2,Primary School,3,Yorkshire and the Humber,Doncaster,DN13 6HZ,2015,
650,Cedar C of E Primary School 1,Primary School,9,South West England,Bournemouth,BH2 1UU,2006,
651,Oakwood C of E Primary School 2,Primary School,8,South East England,Reading,RG70 1HY,1977,
652,Westfield Junior School 2,Primary School,2,North West England,Liverpool,L54 8RS,1913,
653,Hawthorn Infant School 1,Primary School,10,Scotland,Glasgow,G68 4NN,1964,
654,Cedar Primary School 2,Primary School,2,North West England,Lancaster,LA48 8BG,1942,
655,Forestdale Catholic Primary School 1,Primary School,12,Northern Ireland,Newry,BT17 8TT,1999,
656,The Manor Infant School 1,Primary School,8,South East England,Oxford,OX30 5AA,1898,
657,Willow Primary Academy 1,Primary School,8,South East England,Southampton,SO46 5PE,1919,
658,Highfield Junior School 1,Primary School,8,South East England,Brighton,BN79 1TH,1959,
659,Willow Church School 1,Primary School,7,Greater London,Croydon,CR41 6HY,2014,
660,St Peter's Infant School 1,Primary School,7,Greater London,Hackney,E17 2WU,1936,
661,Ashwood Primary Academy 1,Primary School,6,East of England,Luton,LU50 1TH,1956,
662,Northfield Primary Academy 2,Primary School,8,South East England,Southampton,SO16 5NA,1922,
663,The Grove Church School 2,Primary School,8,South East England,Milton Keynes,MK32 2NH,1901,
664,Hillside Junior School 1,Primary School,2,North West England,Manchester,M69 5HJ,1905,
665,Brookfield C of E Primary School 1,Primary School,8,South East England,Canterbury,CT44 8DG,1997,
666,Maple Primary School 2,Primary School,10,Scotland,Inverness,IV53 9JH,1964,
667,Brookfield Church School 1,Primary School,8,South East England,Oxford,OX86 1GW,1902,
668,Cedar Infant School 2,Primary School,8,South East England,Oxford,OX4 5RA,2001,
669,All Saints C of E Primary School 2,Primary School,7,Greater London,London,SW84 5NU,1984,
670,Oakwood Community Primary School 1,Primary School,4,East Midlands,Derby,DE39 9AB,1950,
671,Westfield Community Primary School 1,Primary School,7,Greater London,Westminster,SW48 4UZ,2004,
672,Ashwood Catholic Primary School 2,Primary School,7,Greater London,London,SW10 3RW,1952,
673,The Grove Infant School 2,Primary School,3,Yorkshire and the Humber,York,YO15 3BS,1912,
674,Beechwood Junior School 1,Primary School,4,East Midlands,Lincoln,LN56 3AX,1974,
675,Park Primary School 3,Primary School,11,Wales,Newport,NP43 9HQ,1928,
676,Sacred Heart Community Primary School 2,Primary School,8,South East England,Canterbury,CT38 5UH,1893,
677,Southfield Community Primary School 1,Primary School,2,North West England,Chester,CH20 1HD,2006,
678,St Thomas' C of E Primary School 3,Primary School,9,South West England,Gloucester,GL5 6XH,1942,
679,Brookfield Primary Academy 3,Primary School,7,Greater London,Camden,NW6 1QB,1881,
680,Cedar Junior School 3,Primary School,9,South West England,Bath,BA67 6JF,1887,
681,Hawthorn C of E Primary School 2,Primary School,10,Scotland,Dundee,DD89 1WQ,2006,
682,Westfield C of E Primary School 2,Primary School,8,South East England,Reading,RG32 5FU,1972,
683,Maple Primary Academy 2,Primary School,4,East Midlands,Lincoln,LN7 4BL,1882,
684,Eastfield Infant School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN54 8FZ,1981,
685,St Paul's Primary Academy 2,Primary School,2,North West England,Lancaster,LA43 4LD,1891,
686,St Thomas' Church School 1,Primary School,11,Wales,Cardiff,CF79 9PL,1889,
687,Meadow Junior School 1,Primary School,4,East Midlands,Nottingham,NG2 3NF,1923,
688,Southfield Primary School 2,Primary School,3,Yorkshire and the Humber,Doncaster,DN49 7GW,1928,
689,Park Primary School 2,Primary School,8,South East England,Reading,RG84 6DX,2009,
690,Westfield Community Primary School 2,Primary School,5,West Midlands,Birmingham,B14 9DF,1930,
691,St Peter's Junior School 1,Primary School,8,South East England,Southampton,SO60 1YD,1897,
692,Meadow Church School 1,Primary School,7,Greater London,Croydon,CR83 4QD,2017,
693,St Peter's Community Primary School 2,Primary School,11,Wales,Aberystwyth,SY8 5NA,1995,
694,Highfield Catholic Primary School 1,Primary School,5,West Midlands,Birmingham,B92 1PW,1885,
695,The Avenue Infant School 1,Primary School,9,South West England,Bath,BA94 4FR,2006,
696,Park Church School 2,Primary School,7,Greater London,Camden,NW84 3GL,1917,
697,Beechwood C of E Primary School 2,Primary School,7,Greater London,Bromley,BR59 8QQ,1897,
698,Sacred Heart Infant School 2,Primary School,7,Greater London,Westminster,SW48 6XA,1968,
699,All Saints Catholic Primary School 1,Primary School,5,West Midlands,Worcester,WR69 9HL,1901,
700,The Manor C of E Primary School 1,Primary School,1,North East England,Sunderland,SR89 4TS,2011,
701,St Paul's C of E Primary School 2,Primary School,8,South East England,Oxford,OX71 2QX,1905,
702,Hillside Community Primary School 2,Primary School,8,South East England,Portsmouth,PO58 7XL,1909,
703,Maple Church School 2,Primary School,4,East Midlands,Lincoln,LN57 6TB,1932,
704,St Peter's Community Primary School 1,Primary School,6,East of England,Peterborough,PE93 3GE,1943,
705,The Manor Community Primary School 1,Primary School,10,Scotland,Dundee,DD51 9AS,1892,
706,Riverside Infant School 1,Primary School,4,East Midlands,Derby,DE39 8WU,1922,
707,Westfield Primary Academy 1,Primary School,3,Yorkshire and the Humber,Bradford,BD42 1BH,1916,
708,Beech Infant School 2,Primary School,3,Yorkshire and the Humber,Leeds,LS42 9UB,1948,
709,Cedar C of E Primary School 2,Primary School,3,Yorkshire and the Humber,Doncaster,DN50 4XW,1909,
710,St John's Community Primary School 2,Primary School,2,North West England,Blackpool,FY13 7UX,2003,
711,Eastfield C of E Primary School 1,Primary School,7,Greater London,Hackney,E67 3WA,1966,
712,Maple Primary School 1,Primary School,7,Greater London,Ealing,W40 5TB,2008,
713,Westfield Primary Academy 2,Primary School,2,North West England,Manchester,M14 1BT,1999,
714,Birch Primary School 1,Primary School,7,Greater London,London,SW47 6XE,2002,
715,All Saints Primary School 1,Primary School,10,Scotland,Aberdeen,AB53 4DW,1981,
716,Cedar Primary Academy 2,Primary School,10,Scotland,Edinburgh,EH93 1HF,1928,
717,Greenfield Infant School 1,Primary School,2,North West England,Preston,PR46 6DA,1884,
718,Holy Trinity Infant School 2,Primary School,1,North East England,Newcastle upon Tyne,NE21 6QG,1942,
719,Hillside Community Primary School 1,Primary School,9,South West England,Bath,BA49 9ZR,1895,
720,Hillside Primary School 2,Primary School,7,Greater London,Camden,NW57 2TT,1979,
721,Southfield Junior School 2,Primary School,7,Greater London,Westminster,SW54 9QJ,1881,
722,The Manor Catholic Primary School 1,Primary School,1,North East England,Durham,DH19 9JT,1993,
723,Forestdale C of E Primary School 2,Primary School,4,East Midlands,Leicester,LE19 8YW,1928,
724,Greenfield Primary School 1,Primary School,11,Wales,Swansea,SA37 2RN,1908,
725,Highfield Infant School 1,Primary School,2,North West England,Chester,CH38 9GY,2012,
726,Town End Primary School 1,Primary School,10,Scotland,Dundee,DD41 4ER,1888,
727,Sacred Heart Church School 1,Primary School,7,Greater London,Croydon,CR95 7AJ,1918,
728,Greenfield Community Primary School 1,Primary School,7,Greater London,Ealing,W87 5PY,1951,
729,Park Catholic Primary School 2,Primary School,1,North East England,Middlesbrough,TS8 4BF,2001,
730,Riverside C of E Primary School 1,Primary School,3,Yorkshire and the Humber,Hull,HU74 2YY,1889,
731,Riverside Community Primary School 3,Primary School,6,East of England,Cambridge,CB24 4NH,1887,
732,St Thomas' Primary Academy 1,Primary School,4,East Midlands,Lincoln,LN69 7EE,1958,
733,Oakwood Infant School 1,Primary School,2,North West England,Manchester,M33 5ZR,1989,
734,Elm C of E Primary School 2,Primary School,6,East of England,Ipswich,IP14 9JB,1997,
735,Northfield C of E Primary School 3,Primary School,2,North West England,Preston,PR99 9GW,1906,
736,Riverside Community Primary School 1,Primary School,5,West Midlands,Worcester,WR30 4EX,2011,
737,Town End Infant School 2,Primary School,8,South East England,Brighton,BN24 5FU,1977,
738,Hawthorn Church School 1,Primary School,8,South East England,Oxford,OX32 5SS,1956,
739,Park Infant School 3,Primary School,8,South East England,Southampton,SO71 7WD,1891,
740,Town End Infant School 1,Primary School,7,Greater London,Hackney,E50 3TL,2018,
741,Birch Community Primary School 3,Primary School,7,Greater London,Ealing,W88 9QY,1890,
742,Beech Primary School 1,Primary School,5,West Midlands,Coventry,CV44 3AQ,1938,
743,Meadow Catholic Primary School 1,Primary School,2,North West England,Bolton,BL66 8GA,1947,
744,Birch Community Primary School 1,Primary School,5,West Midlands,Stoke-on-Trent,ST66 3UN,1891,
745,Brookfield Community Primary School 3,Primary School,1,North East England,Sunderland,SR49 5WE,1901,
746,Pinewood Primary Academy 1,Primary School,9,South West England,Gloucester,GL60 4RT,1926,
747,Eastfield Primary School 1,Primary School,12,Northern Ireland,Armagh,BT47 4TU,1923,
748,Brookfield Junior School 1,Primary School,3,Yorkshire and the Humber,Leeds,LS76 8UY,2000,
749,Maple Community Primary School 2,Primary School,8,South East England,Reading,RG85 7LJ,1901,
750,Queen Elizabeth Catholic Primary School 2,Primary School,5,West Midlands,Worcester,WR87 4WF,1991,
751,Birch Catholic Primary School 2,Primary School,11,Wales,Swansea,SA26 6SU,1910,
752,St Peter's Community Primary School 3,Primary School,7,Greater London,Bromley,BR88 4HY,1990,
753,The Manor Church School 3,Primary School,8,South East England,Portsmouth,PO18 3BJ,1999,
754,Queen Elizabeth Primary School 1,Primary School,8,South East England,Southampton,SO36 3HH,2020,
755,Victoria Infant School 2,Primary School,7,Greater London,Ealing,W15 1AQ,1991,
756,The Manor Community Primary School 2,Primary School,6,East of England,Cambridge,CB28 8DT,2018,
757,St Andrew's Junior School 1,Primary School,2,North West England,Blackpool,FY86 8FR,2009,
758,St Peter's Infant School 2,Primary School,7,Greater London,London,SW83 7WF,2011,
759,Cedar Junior School 1,Primary School,4,East Midlands,Lincoln,LN30 5LE,1895,
760,Oakwood Primary School 1,Primary School,4,East Midlands,Nottingham,NG22 3NE,2004,
761,Park Community Primary School 2,Primary School,2,North West England,Manchester,M20 2XA,1904,
762,Victoria Primary Academy 2,Primary School,7,Greater London,London,SW67 1UB,1950,
763,Oakwood Community Primary School 2,Primary School,8,South East England,Reading,RG82 9EF,2012,
764,Holy Trinity Community Primary School 1,Primary School,7,Greater London,London,SW44 6PT,1957,
765,Forestdale C of E Primary School 1,Primary School,7,Greater London,Westminster,SW99 6HT,1951,
766,Southfield Church School 2,Primary School,8,South East England,Canterbury,CT3 5WE,1906,
767,Pinewood Infant School 2,Primary School,11,Wales,Aberystwyth,SY8 9EL,1959,
768,Hillside Catholic Primary School 3,Primary School,1,North East England,Sunderland,SR48 1JY,1956,
769,St Andrew's Infant School 1,Primary School,8,South East England,Canterbury,CT16 1AF,1977,
770,Highfield Primary School 2,Primary School,7,Greater London,Ealing,W22 5EJ,1886,
771,Eastfield Community Primary School 2,Primary School,7,Greater London,Camden,NW57 9AL,1992,
772,St Andrew's Infant School 2,Primary School,7,Greater London,London,SW62 8NA,1963,
773,Town End Catholic Primary School 1,Primary School,8,South East England,Brighton,BN76 9WU,1916,
774,Birch Catholic Primary School 3,Primary School,5,West Midlands,Wolverhampton,WV34 7ZN,2000,
775,St Mary's Junior School 2,Primary School,5,West Midlands,Coventry,CV26 2AZ,1883,
776,Riverside Primary Academy 1,Primary School,5,West Midlands,Birmingham,B33 4RL,1954,
777,Oakwood Primary Academy 2,Primary School,8,South East England,Milton Keynes,MK95 5WL,1915,
778,Elm Catholic Primary School 3,Primary School,7,Greater London,Camden,NW27 3PT,1920,
779,St Andrew's Catholic Primary School 2,Primary School,5,West Midlands,Wolverhampton,WV63 1GJ,1911,
780,Queen Elizabeth Primary School 3,Primary School,6,East of England,Peterborough,PE13 2RT,2009,
781,Elm Primary School 2,Primary School,7,Greater London,Hackney,E10 1QA,1925,
782,Albert Primary School 1,Primary School,8,South East England,Southampton,SO21 5AZ,1942,
783,Holy Trinity Primary Academy 2,Primary School,6,East of England,Peterborough,PE35 8ZG,1944,
784,King Edward Community Primary School 2,Primary School,3,Yorkshire and the Humber,York,YO82 3EG,1895,
785,St Andrew's Primary School 2,Primary School,6,East of England,Cambridge,CB12 9NF,1979,
786,Pinewood Junior School 1,Primary School,7,Greater London,Croydon,CR54 2NF,1991,
787,Riverside Community Primary School 2,Primary School,4,East Midlands,Nottingham,NG25 2HQ,1897,
788,Brookfield Primary Academy 2,Primary School,2,North West England,Chester,CH58 1ZJ,1988,
789,The Manor Junior School 1,Primary School,5,West Midlands,Wolverhampton,WV68 8YW,1984,
790,Riverside C of E Primary School 2,Primary School,9,South West England,Bristol,BS91 2EG,2008,
791,All Saints Junior School 1,Primary School,4,East Midlands,Lincoln,LN72 5YN,1928,
792,Maple Community Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN77 4DR,1944,
793,Pinewood Primary School 3,Primary School,9,South West England,Bristol,BS94 4FJ,2018,
794,Southfield Primary Academy 1,Primary School,9,South West England,Gloucester,GL62 5QE,1959,
795,St John's Community Primary School 1,Primary School,2,North West England,Lancaster,LA88 9QL,2000,
796,St George's Church School 3,Primary School,6,East of England,Peterborough,PE21 7FW,1883,
797,Victoria C of E Primary School 2,Primary School,8,South East England,Reading,RG9 1TG,2012,
798,King Edward Infant School 2,Primary School,2,North West England,Liverpool,L3 6BL,2010,
799,Town End C of E Primary School 2,Primary School,10,Scotland,Inverness,IV59 6FL,1897,
800,Maple C of E Primary School 1,Primary School,8,South East England,Reading,RG19 7PU,1920,
801,The Manor Infant School 3,Primary School,6,East of England,Cambridge,CB25 7AE,2001,
802,Park Junior School 1,Primary School,8,South East England,Reading,RG84 1PJ,1925,
803,Holy Trinity Community Primary School 3,Primary School,8,South East England,Canterbury,CT35 7DR,1950,
804,Eastfield Primary Academy 3,Primary School,9,South West England,Bristol,BS48 7QU,1910,
805,Greenfield Catholic Primary School 2,Primary School,4,East Midlands,Lincoln,LN66 1DT,2007,
806,The Grove Junior School 3,Primary School,7,Greater London,London,SW23 1NT,1964,
807,Forestdale Primary School 2,Primary School,11,Wales,Aberystwyth,SY85 9AA,1947,
808,Elm Church School 1,Primary School,3,Yorkshire and the Humber,York,YO27 6AU,1903,
809,Albert Junior School 1,Primary School,9,South West England,Gloucester,GL54 1GD,1943,
810,St Andrew's Community Primary School 1,Primary School,5,West Midlands,Worcester,WR58 9XS,1976,
811,Albert Church School 1,Primary School,8,South East England,Southampton,SO62 5JT,1920,
812,Highfield Primary School 3,Primary School,7,Greater London,Croydon,CR97 1NL,1973,
813,St George's Church School 2,Primary School,3,Yorkshire and the Humber,Bradford,BD31 1SH,1889,
814,St Peter's Catholic Primary School 1,Primary School,10,Scotland,Stirling,FK17 8AR,1889,
815,Greenfield Infant School 2,Primary School,11,Wales,Bangor,LL64 5UL,1973,
816,Forestdale Infant School 2,Primary School,7,Greater London,London,SW99 3UP,1881,
817,Greenfield Community Primary School 2,Primary School,2,North West England,Blackpool,FY55 3XB,1910,
818,Highfield Primary Academy 1,Primary School,10,Scotland,Glasgow,G23 7BU,1881,
819,Oakwood Primary Academy 3,Primary School,3,Yorkshire and the Humber,Doncaster,DN7 4DR,1950,
820,Holy Trinity C of E Primary School 3,Primary School,7,Greater London,Ealing,W9 5GL,1909,
821,Birch Junior School 1,Primary School,7,Greater London,Westminster,SW52 1JW,1969,
822,Greenfield Primary School 2,Primary School,7,Greater London,Westminster,SW42 6BZ,1969,
823,Highfield Community Primary School 2,Primary School,5,West Midlands,Worcester,WR83 1YQ,1971,
824,The Grove C of E Primary School 2,Primary School,9,South West England,Gloucester,GL13 4HT,1895,
825,Sacred Heart C of E Primary School 2,Primary School,3,Yorkshire and the Humber,Hull,HU51 3LT,1956,
826,Elm Community Primary School 1,Primary School,7,Greater London,Ealing,W38 9TQ,1923,
827,The Avenue Junior School 1,Primary School,2,North West England,Manchester,M50 6XL,1983,
828,Elm Community Primary School 2,Primary School,8,South East England,Milton Keynes,MK63 5LX,1948,
829,St John's C of E Primary School 1,Primary School,2,North West England,Chester,CH26 4NY,1884,
830,King Edward Junior School 2,Primary School,7,Greater London,Hackney,E77 2GW,1991,
831,Willow Catholic Primary School 3,Primary School,5,West Midlands,Worcester,WR10 9ZG,1920,
832,Park Primary School 1,Primary School,1,North East England,Durham,DH34 5ND,1956,
833,Greenfield Church School 3,Primary School,11,Wales,Newport,NP23 6ZU,2016,
834,Northfield Primary Academy 1,Primary School,8,South East England,Southampton,SO8 4PS,1880,
835,St Mary's Church School 1,Primary School,9,South West England,Bournemouth,BH34 1LQ,1897,
836,Eastfield Primary School 2,Primary School,2,North West England,Blackpool,FY4 5JX,1991,
837,Town End Church School 1,Primary School,11,Wales,Bangor,LL71 1LX,1943,
838,Forestdale Catholic Primary School 2,Primary School,8,South East England,Southampton,SO41 6NF,1947,
839,Town End Junior School 2,Primary School,2,North West England,Bolton,BL52 3UN,1920,
840,Town End Primary Academy 2,Primary School,4,East Midlands,Nottingham,NG64 5BN,2000,
841,Victoria Church School 3,Primary School,1,North East England,Sunderland,SR7 8BQ,1887,
842,Brookfield Infant School 2,Primary School,5,West Midlands,Worcester,WR67 8BA,1969,
843,Elm Primary School 1,Primary School,7,Greater London,Croydon,CR12 6BL,1940,
844,St John's Church School 3,Primary School,8,South East England,Oxford,OX70 9NU,1995,
845,The Manor C of E Primary School 2,Primary School,10,Scotland,Stirling,FK91 2ZG,1991,
846,Town End Primary School 2,Primary School,4,East Midlands,Northampton,NN16 2PP,2002,
847,Albert Infant School 3,Primary School,2,North West England,Preston,PR97 7XW,1987,
848,St Andrew's Primary School 3,Primary School,8,South East England,Southampton,SO59 2NZ,1924,
849,St Mary's Infant School 2,Primary School,11,Wales,Swansea,SA29 2BA,1897,
850,Ashwood Infant School 2,Primary School,5,West Midlands,Coventry,CV65 1AA,1956,
851,Hawthorn Primary School 1,Primary School,7,Greater London,Croydon,CR72 1BF,1884,
852,The Manor Infant School 2,Primary School,12,Northern Ireland,Armagh,BT49 3PB,1946,
853,The Avenue Primary Academy 1,Primary School,11,Wales,Cardiff,CF24 7JG,2001,
854,St Mary's Junior School 1,Primary School,8,South East England,Brighton,BN29 9HB,1911,
855,Albert Catholic Primary School 3,Primary School,8,South East England,Canterbury,CT53 5WW,1898,
856,St Thomas' Primary Academy 2,Primary School,7,Greater London,Westminster,SW76 9LJ,1986,
857,Heath Grammar School,Secondary School,2,North West England,Chester,CH61 6SD,1979,
858,King's Sixth Form,Secondary School,8,South East England,Reading,RG58 8UW,1942,
859,Castle School,Secondary School,6,East of England,Luton,LU65 4SD,1987,
860,Southgate Sixth Form,Secondary School,12,Northern Ireland,Armagh,BT38 5XY,1892,
861,The William Academy,Secondary School,8,South East England,Portsmouth,PO37 3LL,1933,
862,The William Sixth Form,Secondary School,7,Greater London,Bromley,BR82 1FE,1972,
863,King's High School,Secondary School,4,East Midlands,Leicester,LE51 2AJ,1962,
864,Eastfield Comprehensive School,Secondary School,9,South West England,Bath,BA1 4WA,1927,
865,Holy Cross Secondary School,Secondary School,8,South East England,Brighton,BN56 9AW,1946,
866,Sacred Heart Academy,Secondary School,2,North West England,Bolton,BL68 7EZ,2001,
867,County Grammar School,Secondary School,5,West Midlands,Birmingham,B80 4DJ,1882,
868,Eastfield Sixth Form,Secondary School,3,Yorkshire and the Humber,Leeds,LS47 5GQ,1860,
869,The Henry Sixth Form,Secondary School,7,Greater London,Ealing,W47 6PU,1927,
870,Westfield High School,Secondary School,6,East of England,Norwich,NR2 8AP,1950,
871,King Edward VI Sixth Form,Secondary School,7,Greater London,Bromley,BR27 9NE,1863,
872,St John's College,Secondary School,6,East of England,Cambridge,CB49 2SD,1937,
873,Riverdale College,Secondary School,8,South East England,Oxford,OX52 1GN,1924,
874,Oakridge High School,Secondary School,9,South West England,Plymouth,PL66 2NH,1908,
875,Riverdale School,Secondary School,4,East Midlands,Lincoln,LN59 6QL,1950,
876,Southgate Comprehensive School,Secondary School,4,East Midlands,Lincoln,LN24 7AQ,1899,
877,Brookvale College,Secondary School,8,South East England,Portsmouth,PO49 1XE,1981,
878,St Peter's Comprehensive School,Secondary School,5,West Midlands,Wolverhampton,WV14 5AH,1957,
879,Riverdale Comprehensive School,Secondary School,12,Northern Ireland,Lisburn,BT43 2FR,1880,
880,Riverdale Academy,Secondary School,11,Wales,Swansea,SA22 3ZH,1855,
881,Abbey Comprehensive School,Secondary School,3,Yorkshire and the Humber,Doncaster,DN28 2GD,1900,
882,King Edward VI School,Secondary School,8,South East England,Milton Keynes,MK57 1BU,1897,
883,County Secondary School,Secondary School,2,North West England,Lancaster,LA32 1RH,1957,
884,St Edmund's School,Secondary School,2,North West England,Bolton,BL14 1NE,1910,
885,City College,Secondary School,2,North West England,Lancaster,LA63 6YH,1882,
886,Castle College,Secondary School,9,South West England,Bath,BA62 4TD,2000,
887,Sacred Heart Secondary School,Secondary School,5,West Midlands,Wolverhampton,WV4 5PL,1856,
888,Castle Comprehensive School,Secondary School,11,Wales,Wrexham,LL27 9WF,1946,
889,The Thomas Comprehensive School,Secondary School,10,Scotland,Dundee,DD16 4RR,1974,
890,St Mary's Sixth Form,Secondary School,8,South East England,Portsmouth,PO67 7JY,1870,
891,Sacred Heart Grammar School,Secondary School,12,Northern Ireland,Lisburn,BT42 1ZN,2006,
892,Oakridge Comprehensive School,Secondary School,7,Greater London,Bromley,BR24 8BT,1885,
893,King's Secondary School,Secondary School,2,North West England,Preston,PR62 9SD,1865,
894,Oakridge Secondary School,Secondary School,3,Yorkshire and the Humber,York,YO71 8LB,1966,
895,Heath High School,Secondary School,2,North West England,Manchester,M33 7AJ,1964,
896,St John's Grammar School,Secondary School,6,East of England,Colchester,CO41 7WZ,2005,
897,St John's School,Secondary School,9,South West England,Gloucester,GL69 8UT,1850,
898,Queen's Academy,Secondary School,11,Wales,Bangor,LL14 4YZ,1905,
899,Northgate School,Secondary School,10,Scotland,Stirling,FK51 8ZU,1927,
900,City Sixth Form,Secondary School,4,East Midlands,Lincoln,LN9 9RG,1954,
901,Greenacre High School,Secondary School,2,North West England,Lancaster,LA52 4JX,1950,
902,St Mary's Grammar School,Secondary School,8,South East England,Portsmouth,PO19 7FN,2007,
903,St John's Comprehensive School,Secondary School,6,East of England,Ipswich,IP52 7QL,1995,
904,King Edward VI Grammar School,Secondary School,5,West Midlands,Birmingham,B51 5LJ,1915,
905,Abbey High School,Secondary School,1,North East England,Durham,DH17 2TR,1893,
906,St Peter's High School,Secondary School,7,Greater London,Camden,NW90 3WZ,1913,
907,Eastfield Academy,Secondary School,11,Wales,Wrexham,LL4 3AQ,1913,
908,Queen's College,Secondary School,10,Scotland,Aberdeen,AB68 7ZS,2003,
909,Eastfield Grammar School,Secondary School,7,Greater London,London,SW25 2PF,1926,
910,Sacred Heart School,Secondary School,7,Greater London,Bromley,BR82 8PW,1918,
911,Oakridge College,Secondary School,9,South West England,Bath,BA67 7DG,1972,
912,Southgate Grammar School,Secondary School,5,West Midlands,Worcester,WR29 4PS,2007,
913,St John's High School,Secondary School,2,North West England,Liverpool,L71 5LP,1964,
914,Holy Cross College,Secondary School,2,North West England,Lancaster,LA92 3YQ,1863,
915,St Edmund's Academy,Secondary School,9,South West England,Exeter,EX28 2XN,1866,
916,Heath Secondary School,Secondary School,3,Yorkshire and the Humber,Bradford,BD82 7QF,1904,
917,The Henry School,Secondary School,8,South East England,Southampton,SO37 7DF,1865,
918,Brookvale Comprehensive School,Secondary School,8,South East England,Milton Keynes,MK39 1DZ,1981,
919,Regional High School,Secondary School,3,Yorkshire and the Humber,Doncaster,DN39 4PH,1936,
920,Grange Secondary School,Secondary School,10,Scotland,Inverness,IV44 7FX,1958,
921,County High School,Secondary School,4,East Midlands,Nottingham,NG98 4WN,1966,
922,Heath Comprehensive School,Secondary School,4,East Midlands,Nottingham,NG6 8LZ,1872,
923,Highfield Comprehensive School,Secondary School,5,West Midlands,Wolverhampton,WV7 6PL,1956,
924,Highfield Academy,Secondary School,9,South West England,Bristol,BS52 1SE,1874,
925,Queen's Sixth Form,Secondary School,3,Yorkshire and the Humber,Doncaster,DN28 8FP,1911,
926,Queen Elizabeth Grammar School,Secondary School,4,East Midlands,Leicester,LE98 5LF,1990,
